RespondentID,Engage,Develop,Teamwork & Trust,Sustainable Engagement
1339,30,14,12,20
1340,29,12,11,22
1341,24,14,13,18
1342,24,14,9,15
1343,30,18,11,25
1344,17,9,9,12
1345,25,15,13,13
1346,14,8,9,13
1347,25,10,8,15
1348,16,9,6,10
1349,14,8,7,12
1350,37,27,15,23
1351,21,14,9,18
1352,33,10,9,18
1353,14,6,5,8
1354,11,8,7,9
1355,24,11,8,15
1356,27,15,18,29
1357,15,8,4,10
1358,22,10,11,16
1359,21,12,10,12
1360,20,12,8,14
1361,12,6,6,8
1362,17,7,7,8
1363,29,14,15,19
1364,19,7,9,10
1365,32,16,16,32
1366,22,11,8,9
1367,21,13,10,18
1368,28,20,17,20
1369,31,18,14,16
1370,10,6,4,8
1371,29,13,5,12
1372,24,12,10,15
1373,17,12,3,13
1374,23,7,10,14
1375,26,14,12,18
1376,16,11,9,14
1377,28,14,17,26
1378,20,10,12,12
1379,30,20,10,27
1380,36,19,18,27
1381,29,16,16,22
1382,16,9,8,13
1383,18,9,11,14
1384,16,9,11,19
1385,22,13,10,16
1386,24,15,15,28
1387,17,7,9,12
1388,24,11,10,17
1389,26,21,13,17
1390,12,6,6,10
1391,11,6,5,9
1392,19,10,9,14
1393,40,25,24,24
1394,18,9,12,17
1395,18,10,8,14
1396,18,11,5,12
1397,24,12,10,12
1398,28,12,7,12
1399,33,18,18,22
1400,33,12,15,18
1401,35,18,18,27
1402,16,11,7,13
1403,14,6,6,8
1404,23,12,4,20
1405,18,9,5,18
1406,30,8,9,24
1407,30,13,14,17
1408,25,16,10,17
1409,33,19,16,26
1410,34,18,16,22
1411,37,24,13,18
1412,35,18,13,15
1413,26,14,14,19
1414,32,12,12,20
1415,19,10,10,16
1416,18,8,8,9
1417,21,11,8,21
1418,14,8,5,10
1419,11,6,5,8
1420,31,18,8,20
1421,26,14,10,17
1422,16,9,7,9
1423,18,12,9,13
1424,25,16,11,16
1425,20,14,8,12
1426,24,17,13,17
1427,39,18,15,24
1428,25,17,10,17
1429,17,7,9,10
1430,24,12,11,13
1431,10,6,5,9
1432,16,7,6,12
1433,10,5,2,4
1434,18,9,9,11
1435,17,6,5,9
1436,31,18,11,23
1437,11,7,5,8
1438,10,6,5,12
1439,13,12,11,21
1440,18,10,8,16
1441,22,8,11,11
1442,39,23,22,21
1443,20,7,6,10
1444,16,13,12,10
1445,17,7,9,12
1446,11,6,5,9
1447,26,14,14,12
1448,17,9,6,13
1449,36,28,25,26
1450,24,10,6,14
1451,27,13,10,18
1452,18,7,8,17
1453,22,11,6,14
1454,18,11,10,11
1455,24,15,17,19
1456,32,15,18,22
1457,25,14,9,19
1458,28,21,16,19
1459,18,12,10,9
1460,20,10,9,13
1461,27,18,15,22
1462,12,6,5,9
1463,15,7,10,8
1464,27,15,10,17
1465,18,10,8,14
1466,21,12,11,16
1467,18,9,9,17
1468,20,8,8,17
1469,29,23,20,18
1470,12,6,6,9
1471,22,16,17,14
1472,22,13,14,17
1473,13,7,5,11
1474,10,7,5,10
1475,23,18,14,19
1476,14,9,9,13
1477,16,8,8,8
1478,28,19,15,22
1479,13,6,7,8
1480,23,10,8,18
1481,13,10,7,12
1482,10,6,5,8
1483,12,7,5,11
1484,14,8,6,11
1485,21,20,12,17
1486,30,22,20,23
1487,22,12,9,15
1488,39,25,21,25
1489,26,7,15,22
1490,22,17,13,17
1491,19,8,10,17
1492,19,14,19,16
1493,17,6,7,11
1494,38,25,21,29
1495,25,12,19,21
1496,14,10,8,10
1497,13,7,6,9
1498,17,8,5,10
1499,25,15,13,18
1500,19,15,12,13
1501,20,7,8,13
1502,12,7,5,12
1503,20,9,8,16
1504,19,11,8,10
1505,15,12,14,15
1506,25,14,13,12
1507,33,27,15,23
1508,34,12,16,22
1509,18,9,7,12
1510,23,22,9,19
1511,15,7,10,11
1512,18,10,8,12
1513,19,13,10,16
1514,34,12,10,16
1515,11,9,6,9
1516,14,7,5,13
1517,38,23,10,25
1518,20,16,9,16
1519,34,23,7,22
1520,29,15,11,12
1521,31,19,14,18
1522,18,9,9,14
1523,31,16,6,20
1524,43,27,19,27
1525,30,11,9,14
1526,24,17,11,17
1527,27,11,10,18
1528,24,14,11,16
1529,26,20,11,15
1530,30,18,13,24
1531,20,10,12,15
1532,34,14,14,16
1533,33,22,19,29
1534,35,19,13,24
1535,33,24,16,22
1536,15,9,7,10
1537,22,12,10,14
1538,31,19,16,24
1539,27,19,11,23
1540,26,17,15,13
1541,17,11,15,11
1542,15,8,7,8
1543,24,15,14,14
1544,44,30,25,21
1545,10,8,6,9
1546,19,12,9,9
1547,16,9,6,9
1548,27,11,11,15
1549,27,10,8,15
1550,20,14,12,16
1551,21,14,14,21
1552,42,30,23,27
1553,24,15,16,25
1554,18,10,7,13
1555,25,17,12,14
1556,27,15,12,20
1557,20,12,7,13
1558,18,9,7,8
1559,16,10,6,12
1560,36,25,15,19
1561,28,20,14,23
1562,12,6,5,8
1563,10,4,7,6
1564,16,10,9,12
1565,26,16,10,15
1566,20,14,10,20
1567,20,11,14,13
1568,20,12,9,13
1569,21,16,13,23
1570,30,19,17,20
1571,28,20,17,15
1572,18,16,6,10
1573,18,10,6,12
1574,23,11,5,10
1575,27,15,11,19
1576,14,6,5,8
1577,27,19,11,19
1578,33,22,9,27
1579,36,18,19,30
1580,20,13,6,15
1581,25,14,9,14
1582,18,7,6,12
1583,19,9,5,12
1584,21,17,14,22
1585,17,9,9,18
1586,13,13,6,10
1587,17,9,8,13
1588,45,21,25,28
1589,20,10,8,14
1590,28,12,9,14
1591,19,9,5,8
1592,11,5,4,5
1593,45,22,20,27
1594,21,17,9,19
1595,21,14,14,16
1596,18,16,8,9
1597,18,12,8,12
1598,16,8,11,9
1599,20,15,11,11
1600,26,15,18,22
1601,17,10,10,10
1602,23,15,10,12
1603,27,16,16,15
1604,19,12,9,13
1605,23,9,12,18
1606,10,6,6,15
1607,19,12,10,15
1608,17,9,13,13
1609,11,6,6,13
1610,10,6,5,8
1611,15,7,11,12
1612,14,6,6,12
1613,14,6,7,12
1614,19,10,9,10
1615,11,6,5,10
1616,26,12,13,18
1617,23,12,11,13
1618,20,11,18,13
1619,18,7,10,16
1620,26,14,10,19
1621,25,12,6,11
1622,19,5,4,11
1623,20,10,7,11
1624,20,7,12,10
1625,21,13,12,15
1626,25,19,13,18
1627,15,7,8,10
1628,19,15,10,13
1629,11,9,7,10
1630,15,9,7,14
1631,22,10,12,11
1632,23,10,7,13
1633,25,12,11,8
1634,16,9,6,9
1635,23,14,12,13
1636,23,15,14,22
1637,28,18,14,18
1638,22,14,12,18
1639,14,7,9,13
1640,31,21,15,27
1641,27,17,11,18
1642,27,14,14,18
1643,23,14,12,16
1644,27,19,12,14
1645,15,8,6,10
1646,33,25,19,27
1647,27,18,11,22
1648,11,5,5,8
1649,14,7,5,9
1650,18,14,10,16
1651,16,12,7,11
1652,17,9,5,8
1653,18,10,7,13
1654,31,24,13,17
1655,37,19,16,20
1656,20,11,8,14
1657,14,6,5,8
1658,44,29,20,29
1659,29,16,11,13
1660,10,9,5,10
1661,22,21,13,15
1662,21,15,7,16
1663,22,16,12,17
1664,24,10,8,14
1665,14,6,5,8
1666,32,22,9,18
1667,27,17,8,19
1668,36,26,17,23
1669,26,15,16,19
1670,19,11,6,11
1671,23,10,7,13
1672,10,6,5,8
1673,17,11,7,13
1674,11,6,5,9
1675,13,7,5,8
1676,16,10,7,12
1677,18,10,0,11
1678,23,14,8,14
1679,11,6,5,9
1680,24,15,11,19
1681,12,7,5,9
1682,28,16,18,17
1683,28,16,19,22
1684,42,27,21,26
1685,24,13,15,13
1686,19,10,7,14
1687,24,15,11,27
1688,26,14,12,19
1689,26,12,10,17
1690,16,6,5,10
1691,34,15,16,15
1692,16,9,7,8
1693,26,13,11,18
1694,25,11,11,17
1695,23,17,9,9
1696,22,16,8,14
1697,25,12,12,17
1698,24,12,10,13
1699,33,16,17,20
1700,27,18,8,15
1701,26,17,8,15
1702,14,8,6,11
1703,20,12,10,15
1704,35,22,18,24
1705,19,11,7,14
1706,19,15,14,20
1707,26,14,13,25
1708,14,8,7,12
1709,16,10,10,14
1710,10,6,5,8
1711,22,10,10,15
1712,21,12,10,18
1713,20,9,10,13
1714,27,13,8,18
1715,15,7,8,19
1716,23,16,11,15
1717,15,8,7,12
1718,24,15,12,16
1719,29,12,14,25
1720,24,10,6,16
1721,13,9,6,8
1722,19,10,8,12
1723,17,7,8,8
1724,27,19,15,19
1725,14,8,9,8
1726,36,25,21,27
1727,33,21,21,25
1728,32,16,12,17
1729,16,8,7,11
1730,26,18,14,14
1731,15,10,9,17
1732,33,22,17,25
1733,33,21,12,21
1734,18,10,2,9
1735,10,6,5,9
1736,10,6,5,8
1737,15,8,7,13
1738,20,12,9,20
1739,23,13,14,22
1740,20,15,9,13
1741,30,17,17,26
1742,13,7,8,10
1743,17,8,6,11
1744,44,18,14,26
1745,25,14,12,21
1746,21,10,10,10
1747,21,13,7,12
1748,16,8,6,9
1749,23,15,13,15
1750,19,9,9,11
1751,15,8,13,22
1752,20,8,7,11
1753,11,6,5,8
1754,20,14,8,11
1755,18,12,10,16
1756,36,19,18,26
1757,11,6,5,8
1758,19,10,7,9
1759,17,13,12,12
1760,28,17,13,23
1761,10,7,7,8
1762,14,7,7,10
1763,15,12,12,18
1764,17,8,8,12
1765,16,8,8,12
1766,26,15,8,17
1767,18,12,7,16
1768,8,4,7,5
1769,12,6,5,9
1770,20,10,10,12
1771,29,20,14,11
1772,30,18,18,24
1773,25,16,14,14
1774,17,9,9,9
1775,18,14,10,12
1776,21,12,10,9
1777,13,7,5,8
1778,19,14,9,14
1779,27,17,14,20
1780,18,8,11,10
1781,23,15,9,12
1782,11,3,10,7
1783,11,8,9,14
1784,31,22,12,14
1785,16,6,4,9
1786,21,11,10,15
1787,13,7,5,10
1788,20,8,6,11
1789,16,10,5,9
1790,25,14,8,11
1791,35,17,15,14
1792,22,15,17,11
1793,13,5,8,10
1794,23,12,12,11
1795,15,9,7,13
1796,15,4,10,12
1797,18,6,5,8
1798,21,12,12,16
1799,17,6,7,10
1800,10,6,5,8
1801,28,15,11,17
1802,17,8,8,9
1803,12,5,5,9
1804,16,12,7,13
1805,19,4,10,6
1806,16,8,7,8
1807,21,9,11,12
1808,8,3,4,8
1809,21,11,10,14
1810,9,3,5,3
1811,10,1,4,7
1812,19,10,10,16
1813,17,9,6,10
1814,19,6,5,7
1815,19,16,12,12
1816,26,15,11,15
1817,33,20,12,18
1818,22,0,10,10
1819,24,12,7,12
1820,23,12,7,10
1821,20,12,13,21
1822,17,7,8,10
1823,15,9,8,10
1824,26,25,7,13
1825,16,8,9,10
1826,10,3,4,5
1827,14,8,6,10
1828,21,10,7,9
1829,21,10,7,9
1830,23,13,12,14
1831,13,6,5,11
1832,23,9,9,13
1833,14,8,6,10
1834,12,6,5,8
1835,31,13,13,9
1836,31,18,8,14
1837,14,2,10,6
1838,30,14,15,13
1839,16,7,7,9
1840,29,22,13,16
1841,11,7,5,7
1842,14,8,5,9
1843,15,8,5,9
1844,8,1,4,9
1845,33,20,12,18
1846,15,11,10,12
1847,14,10,5,8
1848,18,9,9,12
1849,16,9,6,12
1850,27,19,11,22
1851,18,7,5,14
1852,32,22,14,16
1853,22,13,8,12
1854,26,13,10,12
1855,24,12,9,17
1856,28,10,17,19
1857,26,24,7,13
1858,18,10,8,14
1859,26,11,23,18
1860,13,6,4,10
1861,11,7,4,7
1862,27,14,7,16
1863,13,10,10,19
1864,20,9,14,14
1865,11,3,3,6
1866,10,6,5,8
1867,17,13,9,15
1868,22,13,11,14
1869,33,24,19,23
1870,16,8,7,4
1871,16,10,9,15
1872,10,1,5,5
1873,15,8,7,8
1874,18,9,8,12
1875,32,20,9,15
1876,20,11,8,12
1877,14,9,5,7
1878,21,17,6,13
1879,21,10,8,11
1880,18,14,13,3
1881,24,14,11,14
1882,27,19,6,12
1883,13,6,6,9
1884,22,12,7,15
1885,11,6,5,8
1886,8,1,4,7
1887,20,7,6,9
1888,19,12,7,12
1889,25,12,8,14
1890,10,6,5,8
1891,10,6,6,12
1892,33,5,6,10
1893,15,6,5,8
1894,28,17,12,15
1895,23,17,7,13
1896,17,3,4,9
1897,23,12,12,18
1898,15,11,6,11
1899,21,15,6,16
1900,16,16,7,14
1901,9,6,5,8
1902,22,11,8,13
1903,16,8,6,15
1904,10,6,5,8
1905,25,18,11,16
1906,13,8,5,10
1907,36,11,15,26
1908,39,18,15,24
1909,20,9,7,11
1910,17,11,4,12
1911,28,17,5,14
1912,23,9,7,18
1913,15,7,6,10
1914,10,6,5,9
1915,10,7,5,8
1916,22,7,10,11
1917,19,11,6,12
1918,22,9,14,16
1919,24,15,8,20
1920,23,12,9,16
1921,20,10,10,12
1922,10,8,5,9
1923,17,11,6,16
1924,22,11,7,14
1925,20,13,11,13
1926,24,13,13,15
1927,16,11,7,10
1928,19,11,7,13
1929,16,10,6,9
1930,22,9,6,13
1931,15,8,6,12
1932,17,9,7,9
1933,22,8,6,14
1934,13,0,5,13
1935,16,5,10,8
1936,10,7,6,9
1937,21,11,10,15
1938,20,10,8,12
1939,18,10,8,11
1940,30,22,14,26
1941,22,15,11,18
1942,11,9,9,11
1943,12,7,5,9
1944,21,7,9,14
1945,17,8,5,9
1946,20,10,7,12
1947,19,11,10,13
1948,16,11,14,16
1949,22,13,10,12
1950,17,9,6,13
1951,14,7,9,14
1952,31,22,18,22
1953,26,16,12,22
1954,19,11,8,10
1955,10,6,5,8
1956,20,9,6,10
1957,31,18,19,17
1958,19,9,10,13
1959,25,13,13,20
1960,17,7,11,10
1961,22,9,7,14
1962,21,11,10,12
1963,21,11,10,14
1964,14,6,5,8
1965,18,12,12,14
1966,22,15,11,16
1967,21,11,11,17
1968,22,13,12,14
1969,36,15,11,21
1970,17,11,8,19
1971,25,18,15,25
1972,21,17,15,19
1973,18,9,6,11
1974,20,11,8,13
1975,27,18,12,18
1976,21,12,9,11
1977,23,9,10,11
1978,24,13,12,13
1979,28,19,18,24
1980,27,18,13,21
1981,12,9,5,15
1982,19,8,14,13
1983,10,6,5,8
1984,26,13,8,13
1985,17,7,7,14
1986,16,8,9,14
1987,29,6,12,13
1988,41,25,12,27
1989,32,15,11,15
1990,34,22,13,24
1991,27,18,17,23
1992,10,8,8,10
1993,20,10,6,8
1994,24,16,15,20
1995,17,7,6,10
1996,23,11,8,15
1997,18,7,9,13
1998,15,9,12,11
1999,16,13,11,10
2000,37,25,18,18
2001,27,14,12,13
2002,14,7,7,10
2003,38,19,19,27
2004,20,11,7,13
2005,45,29,23,34
2006,32,17,16,25
2007,17,13,7,14
2008,26,15,15,16
2009,18,11,8,12
2010,26,17,8,11
2011,12,9,10,12
2012,20,10,13,11
2013,30,18,16,16
2014,10,6,5,8
2015,12,9,8,11
2016,16,8,6,10
2017,17,10,7,11
2018,17,10,8,10
2019,23,13,7,21
2020,25,21,11,25
2021,26,17,13,16
2022,49,24,25,34
2023,29,21,12,22
2024,14,12,6,12
2025,36,23,17,20
2026,12,11,8,10
2027,17,10,6,12
2028,25,18,15,15
2029,21,21,16,21
2030,22,20,7,15
2031,43,29,10,19
2032,11,7,9,10
2033,22,15,8,4
2034,32,17,11,14
2035,23,16,12,18
2036,21,11,7,13
2037,23,11,6,15
2038,10,6,5,8
2039,14,11,9,13
2040,11,6,5,8
2041,26,14,15,25
2042,36,25,19,27
2043,18,12,10,17
2044,34,18,9,24
2045,20,12,10,14
2046,34,19,13,18
2047,26,14,8,19
2048,19,11,6,10
2049,28,18,14,17
2050,14,6,5,9
2051,17,9,9,10
2052,13,8,8,13
2053,27,14,13,20
2054,17,13,9,10
2055,19,10,6,9
2056,17,12,9,11
2057,28,12,8,10
2058,21,10,10,13
2059,13,9,6,10
2060,22,12,10,16
2061,28,18,10,13
2062,15,10,6,8
2063,18,11,6,11
2064,13,6,7,9
2065,27,23,16,27
2066,18,7,8,11
2067,15,9,5,11
2068,33,23,18,16
2069,16,7,5,9
2070,24,9,8,12
2071,19,11,7,15
2072,15,7,5,10
2073,34,14,11,21
2074,20,11,5,14
2075,16,11,10,15
2076,18,9,6,12
2077,21,10,8,12
2078,10,7,5,8
2079,16,11,11,11
2080,18,8,10,18
2081,13,11,9,13
2082,15,7,6,12
2083,19,8,8,9
2084,18,9,7,13
2085,16,12,8,13
2086,22,12,11,16
2087,33,22,19,17
2088,18,10,8,15
2089,21,10,6,16
2090,39,20,19,27
2091,20,11,9,13
2092,26,18,9,21
2093,21,13,12,18
2094,21,13,7,21
2095,26,15,10,22
2096,10,7,5,8
2097,17,13,14,16
2098,16,7,6,8
2099,17,9,9,15
2100,14,9,6,12
2101,30,20,15,21
2102,21,9,11,17
2103,10,10,7,15
2104,25,10,8,16
2105,28,10,8,12
2106,30,16,17,22
2107,22,12,10,14
2108,21,11,10,15
2109,37,17,14,21
2110,32,16,17,16
2111,17,10,8,11
2112,25,13,7,14
2113,26,14,11,17
2114,10,6,5,8
2115,27,11,9,14
2116,18,13,9,11
2117,17,9,10,14
2118,34,19,16,27
2119,35,16,12,17
2120,25,16,11,13
2121,22,19,16,13
2122,26,14,10,14
2123,20,12,10,15
2124,26,20,15,19
2125,21,9,7,11
2126,26,19,16,20
2127,17,8,8,11
2128,17,11,5,10
2129,14,7,6,9
2130,10,6,5,8
2131,10,6,5,9
2132,22,13,6,12
2133,20,9,5,9
2134,10,6,5,8
2135,16,12,6,13
2136,10,6,5,12
2137,34,22,14,20
2138,35,18,14,10
2139,15,17,5,12
2140,23,12,7,19
2141,24,10,8,17
2142,23,10,8,17
2143,16,10,10,13
2144,51,30,25,39
2145,29,16,13,14
2146,16,9,7,11
2147,13,7,5,11
2148,17,10,9,14
2149,45,30,19,28
2150,23,15,13,14
2151,26,12,14,17
2152,25,16,14,17
2153,17,8,8,9
2154,15,8,7,13
2155,27,14,10,16
2156,23,10,10,21
2157,12,8,6,12
2158,12,10,9,14
2159,39,25,24,24
2160,15,9,7,12
2161,47,29,24,31
2162,14,7,6,10
2163,17,12,11,18
2164,16,9,6,9
2165,23,11,9,15
2166,26,8,10,18
2167,10,6,5,8
2168,17,9,10,13
2169,27,14,11,19
2170,30,19,17,22
2171,23,12,11,18
2172,26,12,10,17
2173,42,22,20,30
2174,42,29,23,29
2175,19,10,7,15
2176,40,16,11,24
2177,36,18,14,27
2178,19,6,4,10
2179,16,6,4,15
2180,33,14,12,25
2181,24,10,6,12
2182,41,19,20,32
2183,29,13,12,15
2184,22,11,6,16
2185,32,15,17,28
2186,16,7,7,11
2187,32,17,16,23
2188,29,15,17,14
2189,31,9,9,20
2190,16,7,6,14
2191,21,9,6,16
2192,20,9,6,12
2193,40,21,22,27
2194,49,28,25,37
2195,36,14,16,29
2196,20,8,5,11
2197,24,19,14,16
2198,30,17,8,21
2199,29,12,10,16
2200,28,7,12,24
2201,32,14,16,22
2202,13,6,2,7
2203,14,8,7,10
2204,38,21,16,22
2205,31,17,16,20
2206,17,7,4,12
2207,41,19,12,25
2208,24,18,11,18
2209,28,21,17,23
2210,45,25,24,31
2211,34,13,11,19
2212,20,9,8,18
2213,32,22,13,22
2214,33,18,13,24
2215,34,22,15,26
2216,15,17,10,9
2217,32,11,6,13
2218,33,16,12,26
2219,18,9,10,13
2220,31,17,18,22
2221,19,8,6,9
2222,21,8,6,11
2223,14,12,8,9
2224,31,16,14,22
2225,32,14,12,18
2226,31,16,11,18
2227,33,15,11,16
2228,46,18,19,20
2229,34,21,19,24
2230,26,20,11,28
2231,37,23,10,20
2232,29,18,16,17
2233,30,15,10,17
2234,31,5,14,29
2235,35,17,13,24
2236,40,27,18,24
2237,30,17,13,19
2238,31,13,8,22
2239,25,14,10,17
2240,28,14,13,18
2241,46,30,20,23
2242,42,27,19,29
2243,14,8,4,8
2244,44,17,18,28
2245,28,16,12,23
2246,26,14,13,21
2247,43,25,19,31
2248,26,11,12,24
2249,14,8,3,7
2250,39,23,18,29
2251,25,14,9,20
2252,32,14,15,29
2253,36,16,9,20
2254,41,21,22,18
2255,45,19,16,18
2256,23,12,8,18
2257,33,20,9,22
2258,22,11,7,10
2259,37,19,19,25
2260,39,20,18,21
2261,27,21,19,23
2262,32,17,16,26
2263,35,19,20,22
2264,41,21,15,36
2265,30,15,14,30
2266,27,15,9,19
2267,33,18,13,27
2268,29,19,18,33
2269,43,17,15,30
2270,14,9,6,11
2271,22,10,15,18
2272,10,6,5,8
2273,17,10,7,15
2274,18,15,7,16
2275,13,6,5,8
2276,21,11,7,14
2277,36,21,10,24
2278,21,12,11,16
2279,28,16,8,21
2280,18,22,14,15
2281,14,6,5,8
2282,15,7,7,12
2283,14,7,5,8
2284,31,20,14,22
2285,21,10,12,16
2286,37,23,16,24
2287,22,16,17,18
2288,18,10,11,24
2289,17,10,7,19
2290,24,16,12,16
2291,31,21,17,18
2292,22,11,7,13
2293,16,11,7,10
2294,10,6,5,10
2295,18,14,12,15
2296,29,17,11,14
2297,37,20,13,17
2298,24,17,16,12
2299,22,10,7,12
2300,33,17,19,22
2301,10,6,5,8
2302,14,7,5,8
2303,15,8,6,9
2304,21,11,7,16
2305,34,20,14,22
2306,39,14,14,25
2307,45,17,8,22
2308,30,16,13,12
2309,22,23,17,23
2310,41,19,19,29
2311,17,10,11,8
2312,18,10,6,11
2313,20,10,11,13
2314,15,8,6,7
2315,22,14,12,12
2316,24,13,9,17
2317,22,17,12,17
2318,10,6,5,8
2319,27,21,17,23
2320,22,8,7,12
2321,37,18,16,23
2322,37,22,16,25
2323,31,15,10,17
2324,47,28,24,29
2325,14,6,5,9
2326,10,6,5,12
2327,22,12,10,16
2328,14,6,6,10
2329,13,8,6,8
2330,18,10,19,14
2331,38,22,21,27
2332,23,16,13,14
2333,13,7,5,12
2334,24,16,12,16
2335,14,10,7,10
2336,24,15,7,11
2337,26,12,11,17
2338,13,8,5,10
2339,26,12,12,16
2340,17,6,5,10
2341,34,25,15,25
2342,17,8,8,11
2343,27,13,7,18
2344,10,6,5,8
2345,10,6,4,8
2346,20,12,8,13
2347,23,7,5,7
2348,21,13,10,16
2349,10,6,5,10
2350,17,13,10,14
2351,27,20,13,13
2352,21,15,9,9
2353,20,13,12,16
2354,12,7,6,8
2355,15,15,10,12
2356,26,15,10,17
2357,41,25,20,20
2358,25,13,10,14
2359,15,6,5,10
2360,38,21,19,16
2361,39,13,16,23
2362,13,5,4,8
2363,15,15,11,12
2364,24,16,10,15
2365,28,19,14,14
2366,22,11,9,12
2367,23,14,14,19
2368,33,16,12,20
2369,19,9,7,10
2370,17,12,12,12
2371,15,7,5,10
2372,19,7,6,12
2373,10,6,5,7
2374,18,7,6,10
2375,47,23,21,23
2376,17,8,8,9
2377,19,13,13,16
2378,18,13,11,17
2379,15,6,8,9
2380,12,6,6,10
2381,41,22,20,30
2382,23,9,9,22
2383,36,22,16,27
2384,29,15,12,19
2385,19,10,10,12
2386,20,12,7,14
2387,25,17,14,22
2388,21,16,9,18
2389,18,12,7,13
2390,20,15,9,11
2391,18,9,7,12
2392,15,8,8,9
2393,33,20,16,25
2394,22,10,10,10
2395,11,6,5,9
2396,22,16,14,16
2397,11,6,6,11
2398,11,6,5,9
2399,15,6,5,7
2400,10,5,4,7
2401,16,9,12,19
2402,17,12,6,13
2403,24,14,10,10
2404,25,16,17,16
2405,17,8,9,13
2406,26,18,10,13
2407,12,7,5,14
2408,15,12,7,8
2409,31,13,15,19
2410,34,19,18,26
2411,10,8,5,9
2412,26,23,17,22
2413,31,19,9,10
2414,12,9,7,10
2415,13,6,7,10
2416,26,18,12,20
2417,35,14,11,21
2418,16,7,7,11
2419,30,14,16,21
2420,30,13,12,20
2421,41,27,19,26
2422,10,6,5,8
2423,12,7,5,9
2424,18,10,8,12
2425,24,17,6,15
2426,14,11,12,13
2427,20,12,11,18
2428,20,15,11,21
2429,27,19,12,24
2430,18,8,11,14
2431,28,11,8,15
2432,20,15,15,19
2433,25,15,11,15
2434,10,7,5,12
2435,15,14,11,10
2436,10,6,6,9
2437,23,21,11,18
2438,14,5,5,8
2439,24,16,9,15
2440,14,7,7,10
2441,15,7,6,13
2442,13,7,5,15
2443,18,7,4,14
2444,27,13,11,18
2445,34,18,4,15
2446,32,23,15,16
2447,17,9,8,13
2448,18,5,4,6
2449,16,8,5,8
2450,10,6,4,12
2451,14,6,8,12
2452,35,23,14,20
2453,10,7,4,13
2454,20,8,6,13
2455,31,12,12,15
2456,20,18,9,16
2457,19,12,6,18
2458,23,10,10,15
2459,37,18,15,21
2460,27,14,11,18
2461,40,23,19,25
2462,14,8,8,12
2463,17,10,7,15
2464,27,19,12,22
2465,23,10,9,14
2466,28,10,10,14
2467,23,12,10,18
2468,28,16,14,16
2469,26,20,15,22
2470,25,13,10,14
2471,10,6,2,9
2472,11,10,6,11
2473,23,13,10,19
2474,13,6,5,8
2475,13,5,5,5
2476,20,10,12,11
2477,20,7,6,12
2478,11,7,7,8
2479,43,26,24,32
2480,27,12,10,18
2481,24,17,17,18
2482,27,14,12,18
2483,10,7,5,7
2484,26,17,11,17
2485,26,13,6,14
2486,22,12,10,17
2487,17,11,12,15
2488,22,14,10,13
2489,23,12,10,17
2490,33,22,21,21
2491,15,7,6,10
2492,34,18,21,21
2493,27,16,12,16
2494,20,13,8,13
2495,19,8,7,11
2496,18,9,9,11
2497,14,8,6,11
2498,10,8,6,9
2499,32,21,15,18
2500,29,14,0,17
2501,40,22,16,24
2502,10,6,5,8
2503,33,20,20,21
2504,22,10,10,17
2505,19,7,8,11
2506,8,6,4,4
2507,35,26,20,21
2508,26,17,11,15
2509,13,6,5,8
2510,33,19,18,17
2511,24,13,10,15
2512,21,15,8,11
2513,40,19,20,32
2514,26,21,17,18
2515,28,20,16,22
2516,18,10,10,15
2517,24,16,11,15
2518,21,10,11,19
2519,19,13,11,12
2520,21,8,7,13
2521,29,14,10,24
2522,17,12,11,16
2523,16,7,7,13
2524,17,10,11,14
2525,25,18,15,21
2526,35,20,19,21
2527,16,4,12,9
2528,23,13,15,21
2529,34,20,14,20
2530,13,7,5,9
2531,37,21,11,23
2532,23,12,10,16
2533,33,19,16,26
2534,34,23,18,28
2535,15,6,5,10
2536,16,7,6,8
2537,22,7,12,11
2538,34,13,12,16
2539,28,11,7,10
2540,12,6,5,8
2541,13,7,9,10
2542,10,6,5,9
2543,14,7,5,9
2544,25,13,11,19
2545,20,14,12,13
2546,21,15,12,16
2547,38,23,19,28
2548,14,6,6,14
2549,23,18,7,16
2550,36,20,14,21
2551,10,6,5,8
2552,45,23,21,16
2553,36,21,19,30
2554,11,5,5,5
2555,23,11,10,16
2556,26,19,14,14
2557,9,7,5,6
2558,29,12,12,14
2559,23,16,10,19
2560,22,7,6,8
2561,16,7,5,9
2562,27,14,15,15
2563,20,13,13,16
2564,10,6,5,8
2565,25,15,9,17
2566,30,22,7,19
2567,19,3,2,5
2568,27,10,11,19
2569,36,23,14,24
2570,12,6,9,14
2571,13,9,6,5
2572,11,10,8,15
2573,14,6,5,8
2574,33,5,15,16
2575,28,21,12,20
2576,13,4,5,13
2577,17,10,7,10
2578,15,8,7,11
2579,13,18,9,12
2580,14,6,5,9
2581,16,8,5,9
2582,10,6,5,8
2583,31,15,15,17
2584,31,18,14,15
2585,31,8,16,16
2586,19,10,3,14
2587,22,11,14,17
2588,10,6,5,8
2589,21,11,6,16
2590,18,10,7,14
2591,24,11,12,14
2592,26,20,13,21
2593,18,8,6,9
2594,29,14,11,19
2595,18,7,11,20
2596,26,11,9,14
2597,24,11,10,14
2598,33,22,18,24
2599,28,17,11,21
2600,22,14,12,20
2601,31,17,16,26
2602,22,9,5,12
2603,27,18,15,14
2604,33,20,15,27
2605,35,25,16,15
2606,32,21,17,28
2607,43,22,18,18
