RespondentID,Engage,Develop,Teamwork & Trust,Sustainable Engagement
15460,29,21,20,26
15461,22,13,8,12
15462,49,27,23,35
15463,23,14,13,18
15464,18,9,5,12
15465,35,20,17,22
15466,29,17,18,16
15467,30,17,13,24
15468,31,22,17,28
15469,22,11,8,15
15470,35,21,17,21
15471,18,8,10,11
15472,35,20,14,19
15473,25,18,14,17
15474,31,14,12,16
15475,16,8,9,13
15476,19,9,11,13
15477,11,8,9,13
15478,27,15,12,12
15479,26,13,8,15
15480,29,23,13,24
15481,30,22,20,23
15482,27,13,14,26
15483,33,18,17,21
15484,19,12,10,15
15485,21,12,10,18
15486,21,13,12,17
15487,28,15,17,25
15488,20,10,10,15
15489,46,27,20,27
15490,20,9,10,17
15491,24,12,10,13
15492,28,13,5,16
15493,28,15,17,19
15494,20,8,7,19
15495,43,26,15,19
15496,38,20,18,22
15497,30,16,13,19
15498,18,10,8,18
15499,33,13,10,19
15500,34,8,10,11
15501,15,9,6,10
15502,23,12,9,16
15503,16,8,6,8
15504,39,29,19,17
15505,28,15,13,20
15506,19,7,10,14
15507,27,13,12,17
15508,31,18,22,22
15509,25,10,8,13
15510,33,23,15,20
15511,12,7,4,7
15512,17,10,9,18
15513,12,7,5,8
15514,20,13,13,16
15515,10,5,5,8
15516,18,9,10,19
15517,16,9,8,13
15518,21,13,12,17
15519,17,10,7,13
15520,16,7,6,11
15521,39,26,21,19
15522,49,26,25,32
15523,28,14,12,17
15524,20,9,10,15
15525,48,29,22,34
15526,17,10,7,11
15527,27,12,8,17
15528,15,7,5,8
15529,17,8,8,12
15530,22,9,8,14
15531,22,11,12,14
15532,31,19,13,26
15533,38,23,17,22
15534,38,22,17,28
15535,22,12,9,19
15536,22,12,11,17
15537,39,17,19,12
15538,25,15,14,18
15539,25,17,14,11
15540,14,13,15,17
15541,22,20,10,17
15542,24,15,8,19
15543,21,13,10,14
15544,35,16,13,23
15545,14,6,7,9
15546,26,11,12,21
15547,23,10,7,13
15548,27,20,14,20
15549,37,19,21,21
15550,32,13,9,14
15551,39,19,17,31
15552,36,19,16,25
15553,42,20,17,27
15554,25,16,11,20
15555,37,24,22,30
15556,23,14,11,18
15557,13,6,5,9
15558,31,19,12,18
15559,15,8,6,8
15560,23,4,14,11
15561,10,6,5,10
15562,18,8,5,8
15563,20,10,7,11
15564,19,14,5,15
15565,14,6,5,9
15566,21,12,10,16
15567,21,11,10,12
15568,21,10,9,11
15569,14,8,8,15
15570,13,6,6,8
15571,27,16,12,14
15572,23,10,11,15
15573,35,18,11,17
15574,30,15,9,16
15575,15,10,5,9
15576,40,21,18,24
15577,28,14,16,15
15578,18,8,5,10
15579,24,12,11,10
15580,15,8,8,10
15581,21,11,10,19
15582,25,13,9,15
15583,25,8,7,9
15584,43,28,21,29
15585,10,7,5,12
15586,14,8,3,10
15587,26,11,12,16
15588,17,9,6,15
15589,10,6,5,8
15590,10,6,5,8
15591,26,19,14,15
15592,13,10,6,16
15593,10,8,9,9
15594,15,8,9,13
15595,41,22,16,24
15596,30,13,10,17
15597,31,12,6,17
15598,25,11,10,16
15599,15,10,6,9
15600,16,8,8,12
15601,11,6,5,12
15602,19,8,6,16
15603,34,19,14,18
15604,22,11,13,18
15605,25,17,15,23
15606,30,23,17,30
15607,27,12,11,14
15608,42,22,20,23
15609,14,8,5,14
15610,46,30,24,23
15611,32,21,17,22
15612,12,8,5,8
15613,19,9,7,11
15614,13,7,5,12
15615,31,15,12,21
15616,32,15,11,24
15617,30,19,16,10
15618,32,23,19,24
15619,30,16,14,20
15620,24,11,11,18
15621,28,18,16,16
15622,22,13,8,15
15623,23,12,10,16
15624,23,12,13,14
15625,35,22,13,23
15626,50,29,22,32
15627,34,22,16,16
15628,20,12,8,17
15629,14,7,8,8
15630,33,22,16,29
15631,15,6,6,12
15632,15,8,10,15
15633,24,10,11,15
15634,26,21,17,17
15635,18,14,15,18
15636,29,17,15,18
15637,24,14,10,15
15638,44,26,19,29
15639,23,13,8,18
15640,26,10,15,13
15641,33,16,18,25
15642,17,8,5,9
15643,22,15,9,17
15644,33,14,5,12
15645,16,9,6,16
15646,19,11,11,11
15647,20,11,11,16
15648,35,23,23,23
15649,27,16,17,11
15650,11,8,5,8
15651,23,12,15,24
15652,32,16,18,29
15653,38,26,21,30
15654,29,13,11,17
15655,22,11,9,18
15656,37,25,23,29
15657,35,20,19,28
15658,31,21,16,22
15659,17,10,5,9
15660,11,6,5,8
15661,27,14,14,14
15662,28,19,13,24
15663,11,9,8,10
15664,25,18,9,20
15665,21,13,6,11
15666,18,9,12,21
15667,38,23,24,30
15668,12,9,7,9
15669,35,21,12,22
15670,10,6,5,12
15671,13,6,6,9
15672,27,11,15,24
15673,35,22,17,22
15674,18,12,7,14
15675,22,11,8,11
15676,13,7,5,9
15677,13,8,6,9
15678,20,11,9,16
15679,20,13,7,12
15680,18,12,8,10
15681,36,20,14,25
15682,19,8,7,11
15683,22,13,13,14
15684,18,11,9,13
15685,32,20,13,24
15686,22,16,15,20
15687,31,21,18,25
15688,21,15,12,18
15689,28,20,20,24
15690,25,13,13,19
15691,22,6,10,10
15692,21,13,7,10
15693,18,13,14,18
15694,16,6,4,9
15695,17,6,8,9
15696,27,11,9,15
15697,40,23,24,28
15698,15,7,5,9
15699,23,9,10,14
15700,10,10,5,9
15701,36,19,18,20
15702,11,10,7,14
15703,27,15,14,15
15704,53,30,25,36
15705,25,20,12,14
15706,41,23,17,28
15707,33,18,14,26
15708,35,20,18,20
15709,40,25,22,27
15710,19,8,7,8
15711,22,15,11,29
15712,42,26,24,24
15713,17,9,8,11
15714,34,19,17,14
15715,19,9,10,15
15716,16,7,6,9
15717,11,8,5,9
15718,21,11,10,15
15719,20,11,11,16
15720,32,19,12,19
15721,32,14,15,27
15722,46,24,22,29
15723,23,12,8,15
15724,38,20,10,21
15725,17,10,7,11
15726,15,8,7,14
15727,27,16,13,19
15728,28,9,12,15
15729,34,15,20,20
15730,27,12,9,16
15731,10,6,5,11
15732,21,12,8,12
15733,20,10,10,11
15734,23,15,12,20
15735,18,13,13,15
15736,33,23,21,24
15737,36,19,10,23
15738,39,20,18,27
15739,31,13,11,18
15740,29,18,10,20
15741,15,7,6,11
15742,21,10,8,11
15743,14,6,5,8
15744,25,16,10,17
15745,14,8,7,10
15746,29,21,15,18
15747,19,9,8,15
15748,32,14,14,22
15749,15,6,13,18
15750,18,8,8,11
15751,34,21,14,18
15752,27,20,15,17
15753,43,25,17,33
15754,30,13,16,22
15755,21,13,20,21
15756,28,16,18,15
15757,16,10,18,21
15758,16,6,9,10
15759,19,13,12,15
15760,26,10,8,12
15761,25,9,18,21
15762,15,7,7,9
15763,15,7,7,11
15764,32,18,17,18
15765,13,6,7,8
15766,35,22,14,21
15767,33,16,18,17
15768,14,8,7,9
15769,20,9,12,13
15770,28,15,14,21
15771,14,11,12,19
15772,37,19,15,26
15773,23,14,12,20
15774,29,17,10,17
15775,19,14,7,16
15776,14,7,5,9
15777,21,10,10,16
15778,21,10,8,16
15779,24,11,11,14
15780,26,19,12,19
15781,32,11,11,15
15782,18,8,8,10
15783,32,11,11,15
15784,21,9,8,14
15785,26,11,14,15
15786,31,13,11,17
15787,24,10,12,18
15788,31,13,11,17
15789,39,14,15,14
15790,23,12,10,16
15791,19,13,14,14
15792,32,16,14,24
15793,14,11,10,24
15794,23,8,6,14
15795,21,9,5,8
15796,16,8,5,8
15797,24,17,14,16
15798,28,14,11,15
15799,27,14,14,21
15800,18,14,10,17
15801,27,17,17,15
15802,11,10,7,12
15803,22,10,0,13
15804,22,15,10,14
15805,26,19,15,18
15806,16,9,8,12
15807,25,14,16,14
15808,17,7,5,15
15809,14,11,8,15
15810,19,7,7,15
15811,24,15,12,12
15812,17,10,7,11
15813,10,6,5,8
15814,26,12,8,19
15815,17,7,11,14
15816,26,13,9,12
15817,24,14,10,15
15818,32,23,20,28
15819,34,13,13,17
15820,28,17,8,11
15821,18,7,7,14
15822,30,19,17,15
15823,15,9,8,8
15824,35,16,13,22
15825,16,8,10,16
15826,23,14,7,19
15827,21,8,14,19
15828,25,11,8,16
15829,24,10,11,14
15830,26,25,14,19
15831,13,6,6,10
15832,36,18,10,19
15833,40,26,20,24
15834,20,14,10,15
15835,28,19,14,15
15836,41,28,24,24
15837,30,20,13,17
15838,50,30,25,40
15839,29,14,11,13
15840,15,7,6,8
15841,15,8,9,13
15842,18,9,7,12
15843,21,10,8,14
15844,23,14,12,19
15845,18,7,7,12
15846,30,12,10,17
15847,23,11,12,13
15848,30,10,12,13
15849,25,17,14,21
15850,15,7,7,11
15851,20,13,10,12
15852,29,18,20,24
15853,36,14,13,16
15854,42,25,22,29
15855,20,9,7,10
15856,25,12,11,12
15857,17,8,9,16
15858,33,20,13,18
15859,19,7,10,18
15860,38,24,17,30
15861,31,18,16,27
15862,43,23,20,25
15863,41,30,21,38
15864,18,11,9,18
15865,19,10,10,9
15866,29,15,5,11
15867,17,7,7,14
15868,25,18,16,16
15869,19,8,9,14
15870,14,6,7,11
15871,38,20,16,17
15872,24,9,10,17
15873,27,11,12,13
15874,20,12,12,14
15875,13,6,8,9
15876,30,19,21,23
15877,13,7,8,9
15878,21,6,6,22
15879,18,10,9,14
15880,23,10,11,18
15881,28,14,13,23
15882,21,13,11,16
15883,19,10,8,22
15884,33,14,8,25
15885,38,26,18,28
15886,28,16,16,18
15887,34,23,20,23
15888,21,9,8,18
15889,24,13,9,16
15890,15,11,10,14
15891,18,10,8,13
15892,20,10,8,11
15893,23,15,14,23
15894,25,11,14,22
15895,24,18,14,12
15896,19,9,6,12
15897,16,9,10,14
15898,25,15,12,17
15899,15,9,12,14
15900,27,16,12,18
15901,14,9,8,11
15902,25,8,14,17
15903,22,12,13,14
15904,25,12,9,12
15905,33,18,14,27
15906,17,7,6,14
15907,32,21,6,16
15908,32,15,14,20
15909,16,8,9,19
15910,26,15,11,15
15911,24,12,12,18
15912,26,18,20,16
15913,24,10,10,17
15914,13,6,8,9
15915,11,6,5,9
15916,19,8,7,9
15917,22,7,10,12
15918,15,7,7,12
15919,30,18,14,14
15920,18,9,6,12
15921,45,27,23,36
15922,12,7,8,14
15923,40,28,25,29
15924,28,12,5,17
15925,26,8,10,16
15926,12,8,10,14
15927,17,8,9,10
15928,16,8,9,12
15929,22,13,9,16
15930,14,7,5,8
15931,13,6,7,16
15932,38,25,11,22
15933,28,15,15,19
15934,26,8,7,10
15935,24,11,13,16
15936,24,14,14,18
15937,15,7,5,8
15938,21,12,10,21
15939,39,20,12,15
15940,27,11,11,16
15941,18,10,10,16
15942,13,7,5,14
15943,28,14,10,14
15944,19,11,10,18
15945,28,11,9,15
15946,16,9,11,11
15947,15,8,7,9
15948,21,17,9,20
15949,27,15,16,20
15950,10,6,5,8
15951,44,24,23,35
15952,46,26,25,8
15953,40,23,16,22
15954,23,10,7,11
15955,16,6,2,8
15956,23,12,10,14
15957,26,16,12,16
15958,17,9,5,9
15959,10,6,6,9
15960,34,26,24,26
15961,24,15,12,18
15962,20,10,9,12
15963,31,22,19,23
15964,22,11,9,14
15965,16,6,7,16
15966,21,11,8,16
15967,12,7,6,10
15968,36,15,14,22
15969,32,9,10,11
15970,25,10,11,15
15971,43,16,22,16
15972,37,28,22,31
15973,24,13,3,11
15974,30,17,14,21
15975,17,8,5,8
15976,13,6,4,12
15977,37,26,22,23
15978,23,13,10,17
15979,28,19,13,18
15980,21,9,10,15
15981,38,22,17,17
15982,14,6,5,7
15983,16,11,5,11
15984,18,11,12,14
15985,25,14,11,18
15986,26,14,16,19
15987,13,6,5,9
15988,17,8,5,9
15989,26,22,6,28
15990,22,10,15,16
15991,18,14,9,15
15992,24,13,10,18
15993,26,15,11,22
15994,9,4,2,7
15995,47,29,23,36
15996,23,12,10,16
15997,19,7,6,10
15998,19,8,10,11
15999,23,9,14,13
16000,25,9,10,11
16001,21,8,8,12
16002,16,8,6,11
16003,36,18,17,20
16004,10,6,5,8
16005,18,7,6,10
16006,22,11,3,12
16007,24,13,12,15
16008,24,12,8,15
16009,24,12,8,16
16010,15,10,6,13
16011,19,9,8,10
16012,43,25,8,21
16013,27,10,11,13
16014,18,10,9,11
16015,34,18,14,15
16016,15,6,4,8
16017,10,6,5,8
16018,27,13,7,19
16019,26,12,9,13
16020,26,14,18,14
16021,36,26,22,22
16022,30,14,14,21
16023,29,14,13,13
16024,17,10,7,14
16025,27,13,12,18
16026,30,18,12,15
16027,18,10,10,17
16028,48,27,22,22
16029,21,10,9,16
16030,21,15,14,16
16031,30,14,13,16
16032,38,23,14,19
16033,32,19,17,19
16034,10,6,5,8
16035,28,14,15,18
16036,14,7,10,11
16037,28,17,15,22
16038,26,15,16,22
16039,31,17,15,22
16040,31,18,15,24
16041,14,6,5,8
16042,26,12,11,22
16043,15,6,5,9
16044,18,11,12,12
16045,22,10,11,15
16046,15,9,8,10
16047,17,12,10,16
16048,22,14,12,14
16049,11,6,5,8
16050,48,29,25,37
16051,24,14,10,18
16052,31,14,10,22
16053,24,9,9,15
16054,22,7,8,9
16055,16,7,7,8
16056,27,11,7,15
16057,23,12,8,17
16058,25,14,12,17
16059,32,11,15,16
16060,43,24,24,31
16061,22,9,7,13
16062,28,22,22,15
16063,37,17,16,17
16064,19,10,8,17
16065,20,10,10,16
16066,24,13,9,24
16067,17,10,6,10
16068,16,9,6,12
16069,23,12,11,19
16070,21,10,8,15
16071,35,16,19,26
16072,33,16,14,20
16073,25,12,12,17
16074,25,14,13,17
16075,17,11,7,11
16076,17,11,8,14
16077,20,12,12,17
16078,27,14,9,24
16079,19,9,7,14
16080,28,18,11,21
16081,15,6,5,8
16082,10,4,4,8
16083,24,10,10,18
16084,15,6,9,11
16085,23,14,13,20
16086,12,8,6,12
16087,17,12,8,13
16088,34,23,21,28
16089,16,6,7,14
16090,17,12,7,9
16091,31,20,15,18
16092,31,17,11,21
16093,33,22,17,28
16094,12,8,8,13
16095,39,22,21,31
16096,10,6,5,8
16097,30,15,9,18
16098,16,8,7,13
16099,37,19,16,16
16100,19,10,6,10
16101,23,11,8,14
16102,11,7,7,9
16103,31,21,20,17
16104,14,10,10,14
16105,15,8,10,18
16106,34,16,15,26
16107,50,30,25,40
16108,16,9,7,11
16109,16,8,7,14
16110,26,14,12,21
16111,32,16,16,21
16112,19,17,11,9
16113,35,18,11,21
16114,18,19,7,13
16115,15,7,7,12
16116,24,15,14,14
16117,22,12,8,22
16118,22,15,19,22
16119,25,20,9,17
16120,32,14,17,21
16121,27,19,12,21
16122,27,12,15,22
16123,24,6,8,14
16124,41,23,21,27
16125,14,10,8,11
16126,12,9,5,10
16127,10,6,5,10
16128,29,15,10,20
16129,24,11,8,14
16130,19,12,7,12
16131,20,7,7,12
16132,32,18,16,23
16133,25,16,13,17
16134,11,6,5,9
16135,30,15,14,20
16136,13,6,5,9
16137,40,26,21,30
16138,21,8,10,12
16139,10,6,5,8
16140,13,6,5,8
16141,31,9,8,18
16142,14,8,9,10
16143,26,15,12,19
16144,22,15,12,17
16145,22,10,8,12
16146,33,25,16,17
16147,18,8,7,11
16148,29,16,15,19
16149,38,22,23,27
16150,20,14,9,19
16151,11,6,4,7
16152,16,8,8,12
16153,32,23,17,25
16154,27,16,14,22
16155,20,14,5,11
16156,21,9,7,13
16157,27,18,18,24
16158,29,14,10,15
16159,17,10,10,15
16160,33,26,8,30
16161,30,19,11,21
16162,30,23,15,18
16163,17,11,12,13
16164,18,11,9,14
16165,33,16,14,24
16166,20,12,11,12
16167,14,7,9,11
16168,19,13,6,15
16169,27,15,11,16
16170,13,6,6,8
16171,19,8,7,8
16172,30,16,16,21
16173,18,8,5,8
16174,16,8,5,9
16175,18,10,9,12
16176,30,18,18,17
16177,37,23,14,24
16178,34,24,15,23
16179,20,9,8,14
16180,29,13,10,19
16181,23,14,13,18
16182,32,14,18,17
16183,33,23,19,23
16184,33,19,19,21
16185,28,12,10,14
16186,23,10,9,12
16187,23,18,16,19
16188,30,15,12,18
16189,12,6,5,12
16190,15,7,6,9
16191,29,22,16,17
16192,27,8,6,12
16193,31,8,4,15
16194,29,13,10,17
16195,18,7,9,8
16196,25,13,12,23
16197,23,11,8,13
16198,30,25,22,27
16199,20,9,9,11
16200,45,29,24,22
16201,24,11,10,13
16202,20,13,12,18
16203,23,10,9,11
16204,33,17,16,23
16205,20,11,7,14
16206,12,8,7,7
16207,17,12,11,15
16208,19,11,8,16
16209,19,10,16,14
16210,25,13,14,14
16211,15,9,7,9
16212,18,9,9,11
16213,30,14,16,20
16214,28,15,12,13
16215,24,18,8,20
16216,22,9,11,15
16217,23,14,14,17
16218,13,6,5,8
16219,40,17,6,15
16220,37,19,14,23
16221,20,8,12,10
16222,17,10,7,19
16223,19,11,8,16
16224,28,13,8,16
16225,10,6,5,9
16226,21,13,11,13
16227,26,18,16,20
16228,32,18,14,22
16229,14,6,5,8
16230,21,10,10,12
16231,21,11,10,14
16232,25,10,9,12
16233,25,16,11,22
16234,33,18,18,24
16235,25,16,11,17
16236,21,14,12,14
16237,31,23,14,24
16238,10,6,6,13
16239,30,15,13,14
16240,24,11,10,14
16241,18,7,8,13
16242,21,18,17,22
16243,29,11,9,18
16244,35,22,22,28
16245,23,14,9,14
16246,14,6,2,9
16247,30,27,17,24
16248,30,21,14,18
16249,10,6,5,8
16250,26,14,14,19
16251,10,7,7,11
16252,32,19,21,17
16253,15,12,9,14
16254,32,24,22,18
16255,20,8,7,14
16256,31,22,12,22
16257,15,8,5,9
16258,10,6,5,10
16259,40,23,17,26
16260,26,15,10,17
16261,22,8,6,13
16262,16,11,7,10
16263,23,14,11,14
16264,25,15,17,18
16265,36,22,18,25
16266,10,6,5,8
16267,19,9,10,12
16268,24,13,13,14
16269,11,6,5,8
16270,17,13,6,10
16271,36,29,23,20
16272,14,12,5,12
16273,14,10,7,13
16274,24,14,12,15
16275,24,13,13,18
16276,10,6,5,8
16277,10,6,5,9
16278,16,13,8,14
16279,26,13,13,12
16280,20,14,8,9
16281,18,12,8,13
16282,16,7,8,8
16283,35,25,22,26
16284,10,5,5,8
16285,34,21,16,24
16286,23,11,8,16
16287,21,8,11,9
16288,32,18,14,21
16289,25,13,13,17
16290,10,7,5,8
16291,25,13,12,15
16292,16,14,6,12
16293,19,6,7,14
16294,37,21,15,23
16295,16,10,6,11
16296,15,7,6,13
16297,20,12,8,15
16298,25,21,14,25
16299,16,11,5,11
16300,19,12,7,14
16301,26,9,9,20
16302,28,17,17,13
16303,35,19,13,10
16304,13,7,7,10
16305,15,9,9,11
16306,31,18,14,17
16307,31,21,15,17
16308,20,9,5,11
16309,16,8,7,9
16310,26,18,15,22
16311,23,12,16,21
16312,19,11,7,15
16313,31,13,12,18
16314,27,15,10,16
16315,26,15,15,17
16316,35,21,16,29
16317,48,27,25,30
16318,17,7,7,15
16319,13,7,5,8
16320,23,10,10,13
16321,25,15,12,19
16322,19,8,7,9
16323,27,16,10,17
16324,39,25,15,25
16325,27,14,15,23
16326,28,17,15,18
16327,18,8,6,11
16328,29,16,14,17
16329,36,20,21,26
16330,32,19,12,19
16331,15,9,11,10
16332,24,14,10,19
16333,26,7,12,18
16334,23,13,9,15
16335,20,14,2,9
16336,13,10,5,8
16337,15,9,6,12
16338,17,9,6,13
16339,38,21,17,20
16340,17,7,9,9
16341,21,16,14,17
16342,23,16,19,19
16343,31,17,14,24
16344,26,15,18,15
16345,11,6,5,11
16346,24,13,13,23
16347,17,11,8,12
16348,44,20,21,21
16349,27,9,11,21
16350,32,15,19,11
16351,27,9,10,13
16352,27,16,14,19
16353,15,7,7,12
16354,28,14,14,16
16355,19,10,10,14
16356,21,12,13,19
16357,34,21,23,11
16358,22,15,12,16
16359,25,15,11,13
16360,22,8,4,16
16361,16,13,10,14
16362,19,16,8,8
16363,19,11,9,10
16364,33,23,15,23
16365,19,9,10,12
16366,30,21,19,18
16367,26,16,13,19
16368,23,13,10,14
16369,29,14,11,11
16370,27,18,12,22
16371,31,18,18,23
16372,17,13,7,12
16373,22,13,8,16
16374,17,8,5,8
16375,24,13,10,17
16376,10,6,5,8
16377,19,14,10,18
16378,36,22,18,24
16379,11,6,5,8
16380,21,14,10,13
16381,20,14,11,12
16382,30,13,13,24
16383,19,14,10,15
16384,18,9,9,15
16385,21,13,12,14
16386,15,9,6,8
16387,17,9,6,9
16388,20,12,7,14
16389,12,8,7,9
16390,38,27,20,23
16391,14,9,7,8
16392,39,23,18,28
16393,14,7,7,12
16394,24,13,14,18
16395,26,13,11,21
16396,41,17,18,35
16397,24,11,10,16
16398,17,9,8,14
16399,30,15,20,26
16400,16,7,5,8
16401,34,15,17,17
16402,20,12,7,10
16403,12,6,8,10
16404,28,19,19,20
16405,25,16,14,21
16406,25,11,8,15
16407,20,10,7,11
16408,26,18,9,11
16409,22,10,10,16
16410,19,10,13,10
16411,21,13,12,20
16412,20,13,15,16
16413,32,9,12,16
16414,33,14,8,18
16415,32,17,10,24
16416,19,11,11,16
16417,19,8,8,14
16418,20,11,12,19
16419,25,12,0,16
16420,25,11,10,20
16421,24,14,19,20
16422,20,10,10,12
16423,31,15,14,21
16424,15,7,5,11
16425,18,11,8,15
16426,28,14,12,18
16427,35,20,14,13
16428,28,15,11,18
16429,35,17,12,22
16430,24,11,10,17
16431,17,9,7,12
16432,22,13,7,14
16433,19,7,11,9
16434,12,8,6,11
16435,15,6,6,10
16436,34,20,13,16
16437,22,13,12,17
16438,21,10,12,10
16439,38,16,17,31
16440,26,14,11,20
16441,15,7,7,9
16442,19,8,9,14
16443,19,10,6,9
16444,40,22,23,28
16445,35,21,20,25
16446,27,21,16,16
16447,28,18,15,28
16448,36,21,11,19
16449,19,10,8,19
16450,12,6,5,2
16451,22,9,7,8
16452,36,22,18,24
16453,29,12,9,21
16454,21,12,8,20
16455,29,19,15,16
16456,24,12,9,10
16457,15,15,15,16
16458,31,13,12,21
16459,10,6,5,7
16460,19,11,10,11
16461,19,7,8,11
16462,26,14,7,23
16463,21,10,11,17
16464,13,9,8,11
16465,27,8,9,15
16466,31,20,12,17
16467,23,16,10,15
16468,45,30,22,31
16469,24,13,10,16
16470,28,15,11,23
16471,36,18,15,23
16472,40,23,16,26
16473,30,14,10,19
16474,39,11,8,20
16475,43,25,20,24
16476,22,9,10,12
16477,41,26,13,31
16478,23,11,9,11
16479,24,14,8,13
16480,18,12,12,9
16481,10,6,5,8
16482,28,14,13,10
16483,24,11,13,11
16484,41,21,18,17
16485,17,7,9,9
16486,14,7,7,8
16487,15,13,15,13
16488,22,15,12,14
16489,29,13,13,24
16490,23,18,14,12
16491,17,7,5,14
16492,26,9,13,12
16493,35,21,20,22
16494,34,9,4,21
16495,36,26,21,28
16496,16,7,6,12
16497,22,9,9,16
16498,15,9,6,8
16499,11,7,9,13
16500,43,28,25,28
16501,22,12,11,19
16502,25,12,6,13
16503,15,10,7,13
16504,25,8,7,18
16505,24,13,10,14
16506,28,17,8,19
16507,26,17,7,10
16508,24,10,8,14
16509,21,10,6,12
16510,33,19,13,19
16511,33,23,18,23
16512,19,11,13,11
16513,21,13,8,12
16514,30,19,15,20
16515,16,9,7,13
16516,31,20,11,18
16517,41,28,17,16
16518,17,10,7,12
16519,14,11,8,12
16520,24,11,5,14
16521,31,12,20,21
16522,22,15,13,19
16523,20,12,13,16
16524,29,12,8,11
16525,19,13,18,19
16526,28,15,16,18
16527,23,16,18,13
16528,15,8,7,12
16529,27,9,7,10
16530,20,7,6,9
16531,36,13,15,24
16532,31,15,13,19
16533,27,15,10,16
16534,13,7,2,7
16535,24,10,10,12
16536,28,18,17,20
16537,12,7,5,10
16538,27,13,10,14
16539,28,16,12,20
16540,16,6,9,9
16541,17,8,9,12
16542,17,7,8,9
16543,14,6,5,9
16544,14,9,6,14
16545,20,10,7,12
16546,22,10,10,15
16547,20,7,10,11
16548,30,17,18,23
16549,23,11,15,13
16550,12,6,5,9
16551,13,7,5,8
16552,27,15,12,18
16553,35,28,18,21
16554,26,16,7,20
16555,20,13,12,13
16556,30,14,14,13
16557,30,20,15,18
16558,15,8,7,9
16559,19,8,6,15
16560,36,25,23,19
16561,10,6,7,8
16562,31,22,13,18
16563,35,20,13,19
16564,31,14,11,20
16565,18,8,8,10
16566,41,25,23,28
16567,25,8,9,14
16568,33,16,13,20
16569,20,8,6,9
16570,17,7,12,17
16571,39,28,21,25
16572,25,10,7,13
16573,27,25,15,11
16574,29,17,13,22
16575,35,27,15,17
16576,25,12,8,12
16577,34,23,17,20
16578,36,17,13,25
16579,17,7,7,11
16580,23,17,17,21
16581,32,19,10,17
16582,17,6,9,7
16583,26,16,15,24
16584,25,10,7,9
16585,22,8,5,8
16586,30,18,16,17
16587,33,24,16,19
16588,17,7,7,13
16589,14,8,6,10
16590,20,18,5,13
16591,14,10,5,10
16592,19,9,7,13
16593,23,9,7,15
16594,20,13,11,17
16595,21,12,8,12
16596,29,15,8,15
16597,25,13,13,17
16598,24,14,14,16
16599,21,9,9,13
16600,25,19,11,22
16601,25,12,11,15
16602,18,11,12,17
16603,14,7,8,13
16604,21,14,16,16
16605,26,19,14,23
16606,21,10,13,18
16607,19,12,9,12
16608,28,16,13,30
16609,13,9,6,9
16610,23,14,12,20
16611,36,20,18,20
16612,10,6,5,7
16613,15,6,6,10
16614,29,16,15,24
16615,24,17,15,23
16616,15,7,5,8
16617,49,29,24,34
16618,24,10,9,16
16619,20,11,9,13
16620,17,11,6,13
16621,36,21,17,20
16622,25,18,9,14
16623,14,7,8,14
16624,18,10,6,13
16625,13,7,7,10
16626,20,17,12,22
16627,22,12,8,15
16628,22,12,10,11
16629,13,8,8,14
16630,29,18,16,29
16631,20,19,22,27
16632,23,16,14,18
16633,19,9,8,16
16634,23,11,13,15
16635,20,15,12,18
16636,24,14,16,24
16637,25,20,14,23
16638,18,7,10,12
16639,22,11,9,15
16640,18,13,9,22
16641,39,16,22,26
16642,28,14,7,16
16643,26,9,12,19
16644,30,22,17,18
16645,17,12,12,11
16646,26,13,8,14
16647,17,7,8,17
16648,17,9,14,20
16649,15,5,7,10
16650,25,15,12,18
16651,31,18,15,24
16652,20,12,8,14
16653,20,15,11,19
16654,19,8,7,15
16655,32,21,20,27
16656,23,13,11,20
16657,16,8,6,11
16658,15,10,8,11
16659,20,10,6,10
16660,32,19,14,30
16661,23,9,11,18
16662,18,8,7,12
16663,28,18,16,24
16664,23,7,16,14
16665,17,6,7,8
16666,21,13,11,10
16667,10,7,6,9
16668,12,7,6,8
16669,21,8,7,18
16670,30,18,9,17
16671,25,15,18,24
16672,42,26,23,29
16673,22,10,12,19
16674,35,22,16,31
16675,17,11,13,13
16676,19,18,12,12
16677,28,13,12,22
16678,28,21,14,25
16679,15,8,10,14
16680,21,9,8,12
16681,12,7,5,10
16682,10,6,6,10
16683,16,12,10,11
16684,25,17,19,25
16685,11,6,6,10
16686,13,9,9,9
16687,15,8,10,19
16688,16,8,9,14
16689,35,19,15,21
16690,18,12,10,14
16691,15,7,8,12
16692,34,21,16,24
16693,26,15,11,17
16694,10,6,5,8
16695,22,11,10,10
16696,28,10,8,10
16697,28,16,16,25
16698,30,16,15,22
16699,15,7,10,9
16700,21,10,8,15
16701,18,13,8,9
16702,15,7,8,15
16703,19,12,12,14
16704,41,23,10,27
16705,19,16,14,17
16706,8,7,5,9
16707,33,12,11,14
16708,23,13,14,16
16709,13,10,8,19
16710,27,18,17,23
16711,27,13,7,14
16712,16,8,11,17
16713,22,13,9,14
16714,18,8,11,15
16715,23,14,12,18
16716,15,9,0,11
16717,22,11,14,15
16718,13,9,5,9
16719,21,14,6,13
16720,15,7,5,9
16721,20,10,10,16
16722,13,6,7,7
16723,18,22,25,20
16724,27,15,9,21
16725,24,10,10,15
16726,13,6,8,9
16727,15,11,6,7
16728,22,13,8,16
