Team,IsHome,Opponent,Result,IsOT,TeamScore,OpponentScore,ResultDifferential,Year,Month,Season,Rest,2PPctAllowed,3PPctAllowed,PTSAllowed,ORBAllowed,DRBAllowed,TRBAllowed,STLAllowed,BLKAllowed,TOVForced,PFForced,PossAllowed,2PPct,3PPct,FTPct,PTS,ORB,DRB,TRB,STL,BLK,TOV,PF,Poss,DefRating,OffRating,oppmRest,2PPctAllowed_Opp,3PPctAllowed_Opp,PTSAllowed_Opp,ORBAllowed_Opp,DRBAllowed_Opp,TRBAllowed_Opp,STLAllowed_Opp,BLKAllowed_Opp,TOVForced_Opp,PFForced_Opp,PossAllowed_Opp,2PPct_Opp,3PPct_Opp,FTPct_Opp,PTS_Opp,ORB_Opp,DRB_Opp,TRB_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,Poss_Opp,DefRating_Opp,OffRating_Opp
POR,1,MIN,1,0,85,78,7,2002,3,2001,2,0.467332821,0.371517028,93.32786885,11.31147541,27.96721311,39.27868852,7.540983607,4.967213115,13.47540984,20.1147541,87.87459016,0.476214448,0.355220667,0.767458101,96.27868852,13.14754098,30.29508197,43.44262295,8.131147541,4.590163934,13.68852459,19.40983607,90.9704918,106.2057515,105.8350753,1,0.456527186,0.375872383,95.98360656,11.39344262,28.36065574,39.75409836,6.770491803,4.852459016,12.90163934,20.1147541,91.80737705,0.47791439,0.3825,0.796837945,100.3934426,13.19672131,31.50819672,44.70491803,6.754098361,5.426229508,13.29508197,21.27868852,94.86680328,104.5489041,105.8256831
SAS,1,ORL,1,0,122,111,11,2012,3,2011,2,0.478016838,0.350940018,96.203125,10.3125,30.84375,41.15625,7.453125,4.96875,13.15625,18.84375,90.2390625,0.506988564,0.390602056,0.752890173,103.5625,10.359375,32.640625,43,7.40625,4.40625,13.171875,17.203125,90.225,106.6091805,114.7824882,1,0.480409731,0.348167539,93.92063492,10.0952381,31.15873016,41.25396825,7.365079365,4.174603175,12.68253968,19.95238095,87.04206349,0.474691358,0.379310345,0.663917526,95.06349206,11.41269841,31.23809524,42.65079365,6.746031746,4.158730159,13.88888889,17.85714286,87.08134921,107.9025831,109.1663059
PHI,1,SEA,1,0,92,89,3,2007,3,2006,3,0.490010515,0.360185185,98.42622951,11.96721311,29.68852459,41.6557377,7.491803279,3.983606557,15.26229508,21.7704918,88.31844262,0.472701149,0.346774194,0.76957352,95.1147541,10.8852459,28.95081967,39.83606557,7.508196721,4.983606557,14.91803279,20.70491803,86.82336066,111.4447069,109.5497265,1,0.498576236,0.36073501,101.295082,11.93442623,29.57377049,41.50819672,7.213114754,4.245901639,14.81967213,19.90163934,89.96147541,0.489166454,0.352545629,0.798001428,99.29508197,11.31147541,28.45901639,39.7704918,7.950819672,3.770491803,14.54098361,22.42622951,89.05696721,112.5982889,111.4961413
OKC,1,PHI,1,0,89,74,15,2009,3,2008,1,0.481967213,0.305555556,88.8,9,28,37,8,2.6,14.4,18.6,81.21,0.490625,0.279411765,0.8125,92.4,11.8,28.8,40.6,9.8,4.8,15.4,19.4,84.64,109.3461396,109.168242,1,0.510548523,0.416666667,99.5,11,30.25,41.25,6.75,5,15,19.5,83.4625,0.490636704,0.294117647,0.701030928,93.75,11.5,24.75,36.25,7.25,3.25,13,20,89.51875,119.2152164,104.7266634
LAC,0,LAL,0,0,82,119,-37,2008,3,2007,2,0.49186677,0.346938776,99.63333333,11.03333333,32.73333333,43.76666667,7.1,5.15,13.96666667,21.95,90.14166667,0.455463033,0.331151832,0.786516854,93.81666667,9.616666667,30.56666667,40.18333333,7.016666667,4.95,13.78333333,21.58333333,87.29916667,110.5297217,107.465707,3,0.466872477,0.344706912,100.4516129,12.22580645,30.64516129,42.87096774,7.85483871,4.64516129,13.93548387,22.88709677,96.00685484,0.513052468,0.371794872,0.760339943,108.1290323,10.77419355,33.62903226,44.40322581,8.209677419,5.290322581,14.17741935,20.70967742,92.65120968,104.6296257,116.7054727
DEN,0,POR,0,0,96,102,-6,2014,3,2013,2,0.486107436,0.339950372,104.6724138,11.5862069,32.67241379,44.25862069,8.017241379,5.586206897,13.46551724,21.51724138,96.60172414,0.472939217,0.357035928,0.71720501,102.1896552,12.53448276,32.93103448,45.46551724,7.086206897,5.689655172,14.94827586,22.84482759,95.16508621,108.3546021,107.381456,3,0.477734753,0.357142857,102.8983051,11.37288136,31.57627119,42.94915254,7.593220339,3.677966102,11.71186441,20.6440678,97.91355932,0.48097166,0.378323108,0.825928623,107.8474576,12.57627119,33.66101695,46.23728814,5.576271186,4.898305085,13.27118644,19.37288136,98.01991525,105.0909657,110.026067
DET,0,LAC,0,0,97,129,-32,2013,3,2012,2,0.483350151,0.359201774,98.21538462,11.47692308,31.03076923,42.50769231,8.338461538,5.615384615,13.06153846,20.36923077,90.78230769,0.465641519,0.362745098,0.690824468,94.4,12.38461538,30.61538462,43,6.861538462,5.307692308,14.53846154,19.73846154,90.12923077,108.1878035,104.7384952,3,0.465010684,0.373965388,94.36923077,11.06153846,28.23076923,39.29230769,7.553846154,4.292307692,15.95384615,20.96923077,84.53192308,0.518604054,0.359733531,0.70565046,101.1384615,11.38461538,30.13846154,41.52307692,9.876923077,5.846153846,14.04615385,20.90769231,89.19923077,111.6373878,113.3849033
TOR,0,MEM,0,0,75,86,-11,2005,3,2004,2,0.488923235,0.352673493,100.5172414,12.5862069,33.0862069,45.67241379,6.155172414,4.465517241,14.25862069,22.10344828,92.87025862,0.459085779,0.379683597,0.765796703,98.9137931,10.77586207,30.01724138,40.79310345,7.551724138,4.017241379,12.89655172,23.25862069,91.6137931,108.2340492,107.9682325,3,0.450901804,0.344,90.77586207,12.01724138,28.9137931,40.93103448,7.568965517,5.862068966,15.18965517,22.82758621,85.07758621,0.464201183,0.373052246,0.747922438,93.77586207,11.56896552,27.96551724,39.53448276,8.344827586,5.862068966,14.29310345,23.86206897,86.18793103,106.6977404,108.8039369
ATL,0,TOR,0,0,105,106,-1,2010,3,2009,1,0.494306298,0.345634563,97.53731343,11.2238806,30.3880597,41.6119403,6.104477612,4.462686567,13.43283582,19.65671642,89.33059701,0.495423341,0.3625,0.760694358,102.4179104,11.71641791,29.68656716,41.40298507,7.432835821,5.119402985,11.47761194,20.11940299,94.80858209,109.1869043,108.0259911,3,0.499640891,0.366239638,105.9090909,11.56060606,30.12121212,41.68181818,6.954545455,4.424242424,12.09090909,21.54545455,95.32878788,0.508008606,0.373897707,0.763605442,104.0757576,9.954545455,30.5,40.45454545,5.606060606,4.787878788,13.01515152,22.46969697,90.19545455,111.0987491,115.3891381
WAS,0,SAS,0,0,97,112,-15,2012,3,2011,2,0.481940144,0.35078534,98.41935484,12.30645161,31.30645161,43.61290323,7.725806452,4.629032258,14.72580645,18.62903226,90.33306452,0.467695275,0.31988189,0.727551804,93.59677419,11.93548387,29.90322581,41.83870968,8.016129032,6.274193548,14.46774194,21.43548387,90.74072581,108.9516395,103.1474824,3,0.476642163,0.349541284,95.96825397,10.34920635,30.85714286,41.20634921,7.523809524,4.936507937,13.26984127,18.82539683,90.15396825,0.506704487,0.388473054,0.75092115,103.2698413,10.34920635,32.61904762,42.96825397,7.492063492,4.428571429,13.28571429,17.25396825,90.05674603,106.4492843,114.6719661
SAS,0,PHO,1,0,107,86,21,2004,3,2003,1,0.420612147,0.332446809,84.6031746,11.14285714,30.6984127,41.84126984,7.825396825,4.825396825,14.6031746,22.57142857,85.63888889,0.452705997,0.355530474,0.668969849,90.85714286,12.76190476,32.80952381,45.57142857,8.126984127,6.507936508,14.22222222,20.42857143,89.71746032,98.79060285,101.2703018,3,0.473077886,0.341284404,97.14285714,12.07936508,31.22222222,43.3015873,7.888888889,5.174603175,15.04761905,18.84126984,89.80793651,0.465688594,0.336179296,0.752199413,93.76190476,11.12698413,29.14285714,40.26984127,9.047619048,4.793650794,14.46031746,22.55555556,88.9031746,108.1673412,105.4651931
GSW,0,MIN,1,0,99,93,6,2005,3,2004,1,0.486229086,0.377892031,100.0350877,11.98245614,34.59649123,46.57894737,6.561403509,5.192982456,15.12280702,22.1754386,90.5,0.447721886,0.34,0.716966967,95.19298246,12.33333333,29.21052632,41.54385965,7.929824561,4.929824561,13.15789474,22.42105263,95.31052632,110.5360085,99.87667274,3,0.452982548,0.376205788,95.46551724,12.60344828,28.79310345,41.39655172,6.689655172,3.724137931,11.39655172,19.77586207,94.40775862,0.481403876,0.344470046,0.805173808,96.01724138,11.56896552,30.93103448,42.5,5.672413793,5.379310345,12.82758621,21.72413793,89.66508621,101.1204149,107.0843128
IND,1,NOH,0,0,106,114,-8,2008,3,2007,3,0.477990218,0.391911765,105.7323944,10.91549296,34.02816901,44.94366197,8.112676056,5.14084507,15.23943662,21.64788732,92.28591549,0.471941122,0.369212963,0.767241379,103.5633803,11.26760563,31.90140845,43.16901408,7.690140845,4.985915493,14.84507042,23.54929577,93.64084507,114.5704562,110.5963751,3,0.485714286,0.355273592,95.13043478,10.10144928,30.76811594,40.86956522,5.855072464,4.173913043,13.23188406,19.04347826,86.82971014,0.487144169,0.389619883,0.771186441,100.5072464,11.63768116,30.69565217,42.33333333,7.724637681,3.884057971,11.56521739,18.82608696,92.77681159,109.5597747,108.3322919
UTA,1,MEM,0,0,82,94,-12,2005,3,2004,3,0.480553155,0.384773663,98.21311475,10.09836066,27.06557377,37.16393443,7.868852459,5.672131148,13.91803279,25.52459016,84.51229508,0.469348195,0.337328767,0.766414875,94.81967213,12.63934426,27.73770492,40.37704918,6.344262295,4.704918033,15.01639344,27.09836066,88.25368852,116.2116289,107.4398971,3,0.450081389,0.343544858,90.72131148,12.14754098,28.85245902,41,7.573770492,5.819672131,15.13114754,22.80327869,85.33688525,0.46562942,0.373913043,0.751155116,93.7704918,11.3442623,27.8852459,39.2295082,8.37704918,5.737704918,14.27868852,23.81967213,85.66598361,106.3096119,109.4605908
MIN,1,MIL,1,0,103,97,6,2005,3,2004,2,0.454127268,0.37486688,95.49152542,12.54237288,28.83050847,41.37288136,6.627118644,3.728813559,11.40677966,19.72881356,94.28983051,0.481510015,0.34663626,0.803500398,96.13559322,11.52542373,30.88135593,42.40677966,5.677966102,5.406779661,12.71186441,21.79661017,89.79788136,101.2744693,107.0577521,3,0.488,0.330396476,98.92857143,11.30357143,29.57142857,40.875,7.5,4.821428571,12.98214286,23.41071429,91.32098214,0.465263692,0.359060403,0.765105227,97.125,12.01785714,29.67857143,41.69642857,6.642857143,3.678571429,13.42857143,22.66071429,92.15491071,108.3306039,105.3931898
TOR,1,UTA,1,0,85,81,4,2004,3,2003,3,0.445216222,0.313103448,87.43283582,12.55223881,32.02985075,44.58208955,7.119402985,3.970149254,13.95522388,19.85074627,87.4369403,0.431481931,0.361681329,0.742647059,84.74626866,10.20895522,29.2238806,39.43283582,7.179104478,5.044776119,13.23880597,21.02985075,83.41791045,99.99530579,101.5924137,3,0.457435897,0.348605578,90.36764706,10.51470588,26.04411765,36.55882353,8.279411765,6.485294118,14.89705882,24.45588235,81.60808824,0.453610552,0.316846986,0.746333514,88.92647059,13.41176471,27.82352941,41.23529412,7.102941176,5.926470588,15.58823529,25.44117647,85.97757353,110.7336895,103.4298445
NJN,1,MIL,1,0,108,84,24,2002,3,2001,2,0.443152455,0.343096234,91.60869565,12.13043478,30.89855072,43.02898551,8.202898551,5.492753623,15.23188406,20.30434783,89.26521739,0.467073427,0.337986042,0.737135772,96.31884058,12.79710145,30.71014493,43.50724638,8.739130435,6,14.23188406,21.26086957,93.08949275,102.6252983,103.4690788,3,0.460799643,0.34518647,97.28358209,13.10447761,29.55223881,42.65671642,7.492537313,4.582089552,11.88059701,19.52238806,96.5119403,0.490681707,0.37962963,0.748611111,97.85074627,10.41791045,31.47761194,41.89552239,7.358208955,4.850746269,13.65671642,21.49253731,87.17910448,100.7995299,112.2410546
DAL,1,CHH,1,0,110,92,18,2001,11,2001,2,0.459876543,0.317073171,93,12.4,32.8,45.2,7.6,4.8,15.4,22.2,88.935,0.483221477,0.333333333,0.755555556,97.8,7.6,33.2,40.8,8.2,4.2,12.4,18.8,87.425,104.5707539,111.8673148,3,0.397849462,0.4,98,13,30,43,9.25,5.5,11,20.5,101,0.437007874,0.428571429,0.792079208,93.5,9.5,33,42.5,6.75,5.75,15.25,23.25,83.74375,97.02970297,111.6501231
CHA,1,CLE,0,0,89,106,-17,2004,11,2004,2,0.485169492,0.325,101.7142857,11.71428571,29.42857143,41.14285714,8.857142857,5.285714286,14.57142857,26.42857143,91.26785714,0.467741935,0.3125,0.660287081,94.57142857,12.85714286,26.71428571,39.57142857,7.285714286,5.285714286,16.28571429,27,90.75357143,111.445901,104.2068396,3,0.440823328,0.302083333,92.75,11.5,29.25,40.75,6.125,5.375,13.25,24.625,95,0.460732984,0.342465753,0.752941176,99.375,11.5,34.125,45.625,6.75,6.5,12.875,24.25,94.515625,97.63157895,105.1413457
MIA,0,ORL,1,0,99,98,1,2009,11,2009,3,0.462093863,0.351449275,95.35714286,10.07142857,29.78571429,39.85714286,6.5,5,13.71428571,22,87.74464286,0.483568075,0.351464435,0.767759563,96.92857143,10.28571429,31,41.28571429,6,5.214285714,12.92857143,21.57142857,87.70357143,108.6757433,110.5183858,3,0.465811966,0.349794239,94,8.533333333,32.46666667,41,7.2,4.066666667,12.26666667,23.66666667,86.805,0.490932642,0.373134328,0.692874693,99.33333333,10,31.2,41.2,6,4.333333333,13.33333333,20.53333333,87.82166667,108.288693,113.108003
GSW,0,SAS,0,0,71,91,-20,2004,11,2004,2,0.492401216,0.31372549,93.2,9.6,37.6,47.2,6.4,7.2,15.4,23.4,83.12,0.381615599,0.261538462,0.653846154,82,15.6,28.8,44.4,6.2,5,13.8,25.8,98.95,112.1270452,82.87013643,3,0.412878788,0.434782609,91.25,12.5,28.25,40.75,7.25,5.25,14.75,24,87.95625,0.478927203,0.35483871,0.721153846,97.75,14.25,29.5,43.75,7.75,7,14.5,23.25,92.85,103.7447595,105.277329
NOP,0,WAS,0,0,80,83,-3,2014,11,2014,1,0.492795389,0.328633406,98.08163265,11.10204082,31.67346939,42.7755102,6.469387755,5.591836735,12.32653061,18.69387755,91.79591837,0.478726859,0.383110196,0.737957611,98.57142857,11,31.20408163,42.20408163,6.755102041,6.448979592,12.42857143,19.34693878,91.28673469,106.8474878,107.9800136,3,0.458034433,0.347321429,97.06382979,10.68085106,32.06382979,42.74468085,7.893617021,4.319148936,13.85106383,19.76595745,91.44946809,0.479173394,0.346106304,0.738828203,96.85106383,10.78723404,34.10638298,44.89361702,7.425531915,4.553191489,14.44680851,21.27659574,89.62393617,106.1393049,108.0638365
MIA,0,MIL,0,0,100,105,-5,2005,11,2005,2,0.459589867,0.389830508,95.28571429,9.428571429,28.92857143,38.35714286,7.785714286,3.357142857,13.14285714,22.14285714,86.2,0.518691589,0.300469484,0.70027248,95.5,9.642857143,31.92857143,41.57142857,6.571428571,4.357142857,14.5,23.78571429,83.95178571,110.5402718,113.7557697,3,0.519630485,0.346846847,102.0714286,11.28571429,31,42.28571429,7.571428571,6,14.5,22.64285714,88.81785714,0.476082005,0.406716418,0.760806916,101.9285714,10.57142857,28.78571429,39.35714286,7.928571429,2.642857143,13.21428571,23.92857143,90.9875,114.9221923,112.0248072
CHI,0,DEN,0,0,109,113,-4,2006,11,2006,2,0.5,0.353773585,95.36363636,8.363636364,32.72727273,41.09090909,6.727272727,5.545454545,19.27272727,23.09090909,74.89545455,0.45640327,0.372781065,0.697761194,95.09090909,12.63636364,28,40.63636364,8.454545455,4.727272727,15.54545455,23.45454545,90.75454545,127.3290041,104.7781228,3,0.5,0.366863905,105.5555556,11.66666667,30.66666667,42.33333333,7.222222222,5.777777778,19.11111111,26.77777778,87.98611111,0.491776316,0.284883721,0.777003484,107.5555556,13.22222222,31.11111111,44.33333333,10.11111111,3.666666667,17,24.55555556,98.03611111,119.9684294,109.7101408
WAS,0,CLE,0,0,75,94,-19,2001,11,2001,3,0.485981308,0.351351351,96.92307692,10.53846154,32.53846154,43.07692308,7.076923077,5.307692308,13.69230769,21.76923077,87.81153846,0.422245108,0.344537815,0.811643836,90.76923077,12.07692308,29.23076923,41.30769231,6.769230769,3.384615385,12.23076923,21.53846154,94.36153846,110.3762428,96.19303823,3,0.443076923,0.436123348,95.4,10.53333333,31.06666667,41.6,7.266666667,6.133333333,12.46666667,19,89.72666667,0.435294118,0.355932203,0.778443114,89.13333333,11.33333333,31.86666667,43.2,5.933333333,5.266666667,14.26666667,21.33333333,87.44333333,106.3229066,101.9326802
CLE,0,MIL,0,0,88,102,-14,2004,11,2004,2,0.493087558,0.257142857,101,12,34.33333333,46.33333333,6,6.333333333,13.66666667,26.33333333,95.475,0.425339367,0.214285714,0.72,92.66666667,10.66666667,29.33333333,40,6.333333333,5.333333333,11.66666667,26,97.83333333,105.7868552,94.71890971,3,0.463087248,0.1,90.5,10,30.5,40.5,9,7.5,14,25.5,95.225,0.43373494,0.285714286,0.76,97,17,35.5,52.5,5,5.5,18.5,27.5,100.375,95.03806773,96.63760897
WAS,0,TOR,0,0,112,117,-5,2006,2,2005,1,0.485436893,0.367584746,99.26785714,11.76785714,31.125,42.89285714,6.535714286,4.285714286,15.33928571,25.17857143,88.49375,0.467701691,0.339229969,0.736406619,99.96428571,12.58928571,28.82142857,41.41071429,8.053571429,4.142857143,13.28571429,22.5,95.22678571,112.1749922,104.9749658,3,0.524971942,0.381052632,105.3508772,10.14035088,31.12280702,41.26315789,6.526315789,4.403508772,13.66666667,22.42105263,88.7,0.473003375,0.372071228,0.793918919,100.5263158,10.42105263,27.78947368,38.21052632,6.385964912,3.298245614,12.71929825,24.29824561,91.14035088,118.7721276,110.2983638
DAL,0,MEM,0,0,84,90,-6,2013,2,2012,1,0.469479606,0.3647343,102.2280702,11.87719298,33.9122807,45.78947368,8.859649123,4.245614035,14.14035088,19.42105263,94.31973684,0.480086697,0.363636364,0.797101449,101.0175439,9.666666667,32.96491228,42.63157895,7.947368421,5.526315789,13.8245614,21.03508772,90.63070175,108.3846007,111.460622,3,0.465130201,0.357649443,89.48214286,10.16071429,28.44642857,38.60714286,7.821428571,5.696428571,15.44642857,19.83928571,81.66964286,0.458517555,0.343421053,0.781569966,93.30357143,13.35714286,29.51785714,42.875,8.910714286,5.214285714,13.875,19.83928571,91.65535714,109.5659779,101.7982738
UTA,0,NYK,1,0,92,78,14,2004,2,2003,2,0.460802469,0.355932203,90.46428571,10.48214286,25.73214286,36.21428571,8.446428571,6.375,14.78571429,24.35714286,81.6375,0.456503954,0.329501916,0.743708609,89.05357143,13.28571429,27.55357143,40.83928571,7.053571429,6.071428571,15.78571429,24.92857143,85.11160714,110.8121705,104.6315237,3,0.445882677,0.326164875,92.5,11.41071429,29.82142857,41.23214286,8.696428571,4.232142857,12.83928571,19.42857143,90.74107143,0.459887006,0.37306317,0.802841918,91.05357143,10.69642857,31.73214286,42.42857143,6.821428571,5.125,15.94642857,22.85714286,82.49732143,101.938404,110.3715489
SAS,0,WAS,1,0,118,94,24,2011,2,2010,1,0.467353021,0.376811594,96.31481481,10.75925926,30.48148148,41.24074074,7.055555556,4.722222222,13.48148148,20.42592593,90.58611111,0.499846484,0.394618834,0.771038666,103.5740741,10.55555556,32.18518519,42.74074074,7.888888889,4.796296296,13.24074074,18.5,89.88009259,106.324042,115.2358337,3,0.498935847,0.377540107,103.1538462,11.90384615,31.65384615,43.55769231,7.538461538,4.576923077,15.05769231,20.09615385,90.52740385,0.467932125,0.344019729,0.762408462,96.69230769,11.42307692,28.75,40.17307692,8.096153846,5.980769231,14.92307692,22.51923077,90.18798077,113.9476465,107.2119665
DAL,1,LAC,1,0,116,91,25,2004,2,2003,3,0.48579235,0.345962114,99.66071429,12.46428571,31.78571429,44.25,7.089285714,5.053571429,14.05357143,21.26785714,92.94285714,0.481808732,0.336431227,0.788810087,103.4821429,14.60714286,30.89285714,45.5,7.482142857,5.160714286,11.73214286,19.82142857,101.5674107,107.2279434,101.8851836,3,0.48172395,0.355608592,99.01818182,12.85454545,28.16363636,41.01818182,8.109090909,5.309090909,13.30909091,23.14545455,93.32,0.448378378,0.337783712,0.781829814,96.34545455,14.85454545,29.56363636,44.41818182,7.272727273,4.654545455,15.69090909,22.34545455,93.55318182,106.1060671,102.9846903
GSW,1,HOU,1,0,123,110,13,2016,2,2015,3,0.468768243,0.314558059,102.9411765,11.68627451,31.66666667,43.35294118,8.803921569,3.901960784,13.96078431,20.33333333,99.27401961,0.525915688,0.425518135,0.7527897,115.5294118,10.45098039,36.39215686,46.84313725,8.215686275,6.254901961,15.07843137,20.92156863,93.24264706,103.6939744,123.9019005,3,0.508273494,0.36331192,106.6111111,11.81481481,33.27777778,45.09259259,8.981481481,5.277777778,15.62962963,22.40740741,92.85324074,0.498198847,0.351862803,0.708596713,105.037037,11,31.62962963,42.62962963,9.925925926,5.148148148,15.40740741,21.7037037,92.23055556,114.8167907,113.8852915
IND,1,ATL,1,0,114,103,11,2013,2,2012,1,0.44375581,0.327067669,90.3877551,11.02040816,29.73469388,40.75510204,7.367346939,5.551020408,12.7755102,20.97959184,90.22704082,0.456146179,0.350635593,0.744935543,92.81632653,12.83673469,32.57142857,45.40816327,6.775510204,6.673469388,14.65306122,19.79591837,89.40510204,100.1781221,103.8154696,3,0.465315934,0.379600421,96.27659574,11.34042553,31.89361702,43.23404255,8.723404255,4.765957447,14.70212766,19.04255319,88.33989362,0.489314665,0.380514706,0.699556541,96.36170213,9.617021277,30.85106383,40.46808511,8.127659574,4.914893617,14.55319149,18.36170213,85.07340426,108.9842786,113.2688917
UTA,1,SAS,1,0,90,81,9,2015,2,2014,3,0.422604423,0.381944444,90,10.28571429,29.85714286,40.14285714,6.857142857,6.571428571,13.28571429,18.57142857,86.43571429,0.469483568,0.348684211,0.638297872,92.71428571,12.57142857,33.42857143,46,9.285714286,5.857142857,12,20.85714286,92.71071429,104.1236261,100.0038522,3,0.469512195,0.408805031,96.75,8.75,34,42.75,8.25,4.375,12.625,16.75,87.59375,0.504219409,0.333333333,0.755725191,98,11.125,32.5,43.625,8,5,14,18.75,90.028125,110.453086,108.8548717
DAL,1,HOU,1,0,95,74,21,2007,2,2006,2,0.470810981,0.349056604,92.9,10.3,27.84,38.14,6.42,3.66,13.8,22.28,85.2635,0.485910878,0.373903509,0.815495208,100.2,11.72,30.56,42.28,6.88,5.26,13,22.42,89.894,108.956353,111.4646139,3,0.44189907,0.34725537,90.36734694,10.12244898,30.91836735,41.04081633,7.06122449,4.448979592,14.10204082,20.06122449,86.07908163,0.472918939,0.372031662,0.748410536,95.81632653,10.97959184,32.73469388,43.71428571,7,4.469387755,14,20.87755102,86.9994898,104.981774,110.1343545
DEN,1,OKC,0,0,94,101,-7,2011,4,2010,2,0.495102041,0.340588988,102.5584416,10.44155844,30.93506494,41.37662338,7.402597403,5.948051948,13.1038961,22.77922078,93.1038961,0.504236368,0.388539043,0.769028871,107.1558442,9.506493506,32.41558442,41.92207792,7.363636364,4.324675325,13.79220779,21.14285714,90.21883117,110.1548333,118.7732569,3,0.481582009,0.362110312,100.7792208,11.27272727,29.44155844,40.71428571,6.935064935,4.311688312,13.32467532,21.63636364,93.14935065,0.492928879,0.346737481,0.822458944,104.3376623,10.88311688,31.75324675,42.63636364,7.922077922,5.896103896,13.33766234,22.35064935,91.92435065,108.1910073,113.503834
DEN,0,NOK,1,0,107,105,2,2007,4,2006,2,0.48934967,0.35382603,103.6582278,12.35443038,30.08860759,42.44303797,8.215189873,5.202531646,15.6835443,23.84810127,94.35474684,0.497491316,0.334064327,0.747363981,105.0506329,12.20253165,31.15189873,43.35443038,8.291139241,5.303797468,16.06329114,21.30379747,93.30664557,109.8601091,112.5864426,3,0.487318087,0.352669743,96.6835443,10.30379747,30.59493671,40.89873418,6.797468354,4.784810127,13.25316456,21.25316456,87.78164557,0.46075804,0.363333333,0.735169492,95.06329114,12.59493671,30.79746835,43.39240506,6.392405063,4.253164557,13.73417722,19.79746835,91.52911392,110.1409568,103.8612602
CLE,0,BOS,1,0,114,91,23,2017,4,2016,1,0.501704303,0.36163522,106.7307692,11.08974359,33.07692308,44.16666667,7.256410256,4.320512821,12.07692308,20.57692308,97.16378205,0.526790185,0.386666667,0.746448087,110.5,9.397435897,34.28205128,43.67948718,6.641025641,3.974358974,13.05128205,18.07692308,92.34935897,109.8462482,119.6543227,3,0.505453752,0.332542694,105.1923077,10.83333333,33.6025641,44.43589744,7.653846154,5.141025641,13.44871795,20.25641026,94.87179487,0.514873575,0.35860735,0.808310249,107.6153846,9.08974359,32.75641026,41.84615385,7.525641026,4.153846154,12.75641026,20.48717949,92.18429487,110.8783784,116.7393912
NJN,0,PHI,0,0,88,91,-3,2006,4,2005,2,0.47788873,0.289156627,93.72727273,10,33.27272727,43.27272727,7,3.272727273,12.72727273,23.18181818,89.52045455,0.488486842,0.281632653,0.775316456,95.09090909,10.54545455,32.72727273,43.27272727,5.727272727,3.818181818,12.72727273,22.54545455,89.00909091,104.6992815,106.8328056,3,0.5216,0.307692308,100.0909091,10.63636364,29.54545455,40.18181818,7.818181818,3,14.27272727,22.36363636,86.72954545,0.508148148,0.30726257,0.78525641,99.63636364,9.636363636,28.72727273,38.36363636,7.909090909,3.272727273,12.90909091,22.54545455,87.83636364,115.4057808,113.4340716
NYK,1,MIN,0,0,90,96,-6,2006,1,2005,1,0.502108222,0.353811149,100.25,10.85416667,27.02083333,37.875,8.229166667,5.229166667,14.35416667,25.64583333,87.61197917,0.472630591,0.349794239,0.721784777,96.5,13.29166667,28.47916667,41.77083333,7.3125,3.333333333,16.79166667,25,88.31041667,114.4249918,109.2736323,3,0.457266378,0.344615385,91.43478261,11.91304348,29.63043478,41.54347826,6.5,4.5,13.32608696,21.2173913,89.01195652,0.477310924,0.338383838,0.744554455,91.19565217,9.891304348,29.43478261,39.32608696,6.586956522,6.130434783,13.36956522,22.47826087,84.53804348,102.7219108,107.8752813
ATL,1,BOS,1,0,92,81,11,2001,1,2000,4,0.447590661,0.356020942,90.90322581,11.22580645,29.41935484,40.64516129,8.709677419,5.387096774,14.19354839,22.35483871,86.42580645,0.434611603,0.340720222,0.759615385,86.77419355,12.29032258,29.64516129,41.93548387,7.64516129,4.709677419,16.58064516,23.4516129,84.12258065,105.1806509,103.1520822,3,0.483759843,0.361111111,97.74193548,10.48387097,32.19354839,42.67741935,7.64516129,5.806451613,16.25806452,24.67741935,85.09758065,0.440271257,0.348230912,0.741474147,94.29032258,11.25806452,29.70967742,40.96774194,9.064516129,3.935483871,15.80645161,24.64516129,88.54112903,114.8586537,106.4932463
MIA,1,ATL,1,0,105,87,18,2016,1,2015,2,0.475042445,0.329222011,95.5625,9.729166667,31.97916667,41.70833333,7.5,4.0625,12.64583333,19.54166667,89.84635417,0.504532775,0.326508621,0.742804085,95.89583333,9,33.64583333,42.64583333,6.520833333,6.5,13.54166667,17.41666667,85.19947917,106.3621344,112.554483,3,0.47436751,0.353455818,99.97959184,11.46938776,34.42857143,45.89795918,8.673469388,5.142857143,16.02040816,18.40816327,90.52193878,0.512958963,0.338931298,0.793413174,101.5714286,8.387755102,32.16326531,40.55102041,9.489795918,5.448979592,14.57142857,19.10204082,86.95816327,110.4479126,116.8049379
PHO,1,SEA,1,0,104,96,8,2008,1,2007,4,0.476675148,0.340952381,103.46875,13.6875,33.3125,47,6.875,3.8125,14.09375,19.9375,100.196875,0.533532042,0.370473538,0.76858345,109.1875,8.71875,32.65625,41.375,7.5,6.84375,12.96875,19,91.67734375,103.2654462,119.0997639,3,0.467224547,0.376205788,104.34375,12.125,32.90625,45.03125,8.4375,5.28125,13.3125,20.46875,98.04140625,0.455256299,0.355971897,0.769331586,98.09375,11.8125,33.53125,45.34375,6.84375,5.28125,15.625,21.46875,92.79453125,106.428247,105.7107016
